product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
"[{'https://static.zara.net/photos///2023/I/0/2/p/0794/305/620/2/w/448/0794305620_1_1_1.jpg?ts=1688556031142': 'Image 0 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0794/305/620/2/w/448/0794305620_2_1_1.jpg?ts=1688556031218': 'Image 1 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,geometric knit jacquard bermuda short,relaxedfit bermuda short elastic waistband pocket,Bottom,knit,bermuda short,knit,short,knit bermuda short knit short,This is a geometric knit jacquard bermuda short made of knit with short coverage. It is suitable for cold weather.,cold weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_1_1_1.jpg?ts=1687880634928': 'Image 0 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_2_1_1.jpg?ts=1687880635105': 'Image 1 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}]",men,SHORTS,jogger bermuda short embroidery,bermuda short adjustable elasticate waistband drawstre pocket pocket detail contrast embroidery legzara athleticzview,Bottom,other,bermuda short,other,short,bermuda short short,This is a jogger bermuda short embroidery with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/332/800/2/w/448/1538332800_1_1_1.jpg?ts=1689760695690': 'Image 0 of RIPPED DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/332/800/2/w/448/1538332800_2_1_1.jpg?ts=1689760699777': 'Image 1 of RIPPED DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,rip denim bermuda short,relaxedfit bermuda short fivepocket design fade rip effect leg uneven hem button fly fasten,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a rip denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5585/301/406/2/w/448/5585301406_1_1_1.jpg?ts=1687445760754': 'Image 0 of RIPPED DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/301/406/2/w/448/5585301406_2_4_1.jpg?ts=1687445763422': 'Image 1 of RIPPED DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,rip denim bermuda short,fade slim fit bermuda short feature fivepocket design rip inner patch leg irregular hem zip fly button fastening,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a rip denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/304/800/2/w/448/8062304800_1_1_1.jpg?ts=1689760701177': 'Image 0 of RELAXED FIT DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/304/800/2/w/448/8062304800_2_1_1.jpg?ts=1689760700647': 'Image 1 of RELAXED FIT DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,relaxed fit denim bermuda short,relaxedfit bermuda short fivepocket design distressed effect uneven hem button fly fasten,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a relaxed fit denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/444/406/2/w/448/4365444406_1_1_1.jpg?ts=1687962677104': 'Image 0 of CROPPED DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/444/406/2/w/448/4365444406_2_1_1.jpg?ts=1687962677120': 'Image 1 of CROPPED DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,crop denim bermuda short,fade regularfit bermuda short rip feature fivepocket design vent hem crop length zip fly button fastening,Bottom,denim,bermuda denim short,other,crop short,denim bermuda denim short crop short,This is a crop denim bermuda short made of denim with crop short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5632/155/800/2/w/448/5632155800_1_1_1.jpg?ts=1689763219515': 'Image 0 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5632/155/800/2/w/448/5632155800_2_1_1.jpg?ts=1689763223473': 'Image 1 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}]",men,SHORTS,flow bermuda short pleat,relaxed fit bermuda short lyocell blend fabric elastic waist pleated detail pocket rear welt pocket,Bottom,lyocell,bermuda short,other,short,lyocell bermuda short short,This is a flow bermuda short pleat made of lyocell with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0775/757/800/2/w/448/0775757800_1_1_1.jpg?ts=1691507788456': 'Image 0 of MODAL BLEND BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0775/757/800/2/w/448/0775757800_2_1_1.jpg?ts=1691507788730': 'Image 1 of MODAL BLEND BERMUDA SHORTS from Zara'}]",men,SHORTS,modal blend bermuda short,relaxed fit bermuda short modal cotton blend fabric adjustable elasticate waistband drawstre pocket rear pocket detail,Bottom,cotton modal,bermuda short,other,short,cotton modal bermuda short short,This is a modal blend bermuda short made of cotton modal with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/312/251/2/w/448/3992312251_1_1_1.jpg?ts=1691486095772': 'Image 0 of BERMUDA SHORTS WITH CONTRAST EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/312/251/2/w/448/3992312251_2_1_1.jpg?ts=1691486095300': 'Image 1 of BERMUDA SHORTS WITH CONTRAST EMBROIDERY from Zara'}]",men,SHORTS,bermuda short contrast embroidery,bermuda short feature adjustable elasticate waistband drawstre pocket rear patch pocket detail hem contrast embroidery,Bottom,other,bermuda short,other,short,bermuda short short,This is a bermuda short contrast embroidery with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5698/540/800/2/w/448/5698540800_1_1_1.jpg?ts=1686729808285': 'Image 0 of COMFORT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5698/540/800/2/w/448/5698540800_2_1_1.jpg?ts=1686729807898': 'Image 1 of COMFORT BERMUDA SHORTS from Zara'}]",men,SHORTS,comfort bermuda short,bermuda short feature elastic drawstre waistband pocket rear welt pocket,Bottom,other,bermuda short,other,short,bermuda short short,This is a comfort bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/340/505/2/w/448/0962340505_1_1_1.jpg?ts=1692020567397': 'Image 0 of TIE-DYE PRINT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/340/505/2/w/448/0962340505_2_1_1.jpg?ts=1692020568458': 'Image 1 of TIE-DYE PRINT BERMUDA SHORTS from Zara'}]",men,SHORTS,tiedye print bermuda short,bermuda short adjustable drawstring waistband pocket welt pocket detail irregular hem,Bottom,other,bermuda short,other,short,bermuda short short,This is a tiedye print bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/388/706/2/w/448/0761388706_1_1_1.jpg?ts=1691503020985': 'Image 0 of WIDE FIT JOGGER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/388/706/2/w/448/0761388706_2_1_1.jpg?ts=1691503022726': 'Image 1 of WIDE FIT JOGGER BERMUDA SHORTS from Zara'}]",men,SHORTS,wide fit jogger bermuda short,wide fit bermuda short adjustable elasticate waistband drawstre pocket rear patch pocket,Bottom,other,bermuda short,other,short,bermuda short short,This is a wide fit jogger bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/324/527/2/w/448/4087324527_1_1_1.jpg?ts=1691571264183': 'Image 0 of TEXTURED JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/324/527/2/w/448/4087324527_2_1_1.jpg?ts=1691571266110': 'Image 1 of TEXTURED JACQUARD BERMUDA SHORTS from Zara'}]",men,SHORTS,texture jacquard bermuda short,bermuda short feature adjustable elasticate waistband drawstre pocket rear patch pocket detail,Bottom,other,bermuda short,other,short,bermuda short short,This is a texture jacquard bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/315/505/2/w/448/4087315505_1_1_1.jpg?ts=1688546807930': 'Image 0 of MATCHING CROCHET BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/315/505/2/w/448/4087315505_2_1_1.jpg?ts=1688546809705': 'Image 1 of MATCHING CROCHET BERMUDA SHORTS from Zara'}]",men,SHORTS,matching crochet bermuda short,bermuda short adjustable drawstre waistband pocket rear pocket detail matching crochet,Bottom,other,bermuda short,other,short,bermuda short short,This is a matching crochet bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3918/389/522/2/w/448/3918389522_1_1_1.jpg?ts=1687359227532': 'Image 0 of TECHNICAL BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3918/389/522/2/w/448/3918389522_2_1_1.jpg?ts=1687359227248': 'Image 1 of TECHNICAL BERMUDA SHORTS from Zara'}]",men,SHORTS,technical bermuda short,bermuda short technical fabric elasticate waistband adjustable inner drawstre pocket welt pocket,Bottom,other,bermuda short,other,short,bermuda short short,This is a technical bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5372/303/712/2/w/448/5372303712_1_1_1.jpg?ts=1688555877711': 'Image 0 of BERMUDA SHORTS WITH ZIPPED POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5372/303/712/2/w/448/5372303712_2_1_1.jpg?ts=1688555876497': 'Image 1 of BERMUDA SHORTS WITH ZIPPED POCKETS from Zara'}]",men,SHORTS,bermuda short zipped pocket,bermuda short elasticate waistband adjustable drawstring pocket zip fasten leg,Bottom,other,bermuda short,other,short,bermuda short short,This is a bermuda short zipped pocket with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/329/044/2/w/448/0962329044_1_1_1.jpg?ts=1688714835232': 'Image 0 of FADED JOGGING BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/329/044/2/w/448/0962329044_2_1_1.jpg?ts=1688714835520': 'Image 1 of FADED JOGGING BERMUDA SHORTS from Zara'}]",men,SHORTS,fade jogging bermuda short,fade relaxed fit bermuda short adjustable elasticate waistband pocket patch pocket uneven hem,Bottom,other,bermuda short,other,short,bermuda short short,This is a fade jogging bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9252/355/445/2/w/448/9252355445_1_1_1.jpg?ts=1688119946348': 'Image 0 of TEXTURED CHINO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9252/355/445/2/w/448/9252355445_2_1_1.jpg?ts=1688119946698': 'Image 1 of TEXTURED CHINO BERMUDA SHORTS from Zara'}]",men,SHORTS,texture chino bermuda short,regularfit bermuda short stretchy cotton fabric pocket welt pocket detail zip fly button fastening,Bottom,cotton,bermuda chino short,other,short,cotton bermuda chino short short,This is a texture chino bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/8727/306/805/2/w/448/8727306805_1_1_1.jpg?ts=1679039598845': 'Image 0 of COTTON CHINO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8727/306/805/2/w/448/8727306805_2_1_1.jpg?ts=1679039598668': 'Image 1 of COTTON CHINO BERMUDA SHORTS from Zara'}]",men,SHORTS,cotton chino bermuda short,regular fit bermuda short cotton fabric pocket rear welt pocket zip fly button fastening,Bottom,cotton,bermuda chino short,other,short,cotton bermuda chino short short,This is a cotton chino bermuda short made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/9252/304/500/2/w/448/9252304500_1_1_1.jpg?ts=1677055286907': 'Image 0 of JOGGING BERMUDA SHORTS WITH ELASTIC WAISTBAND from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/9252/304/500/2/w/448/9252304500_2_1_1.jpg?ts=1677055286617': 'Image 1 of JOGGING BERMUDA SHORTS WITH ELASTIC WAISTBAND from Zara'}]",men,SHORTS,jog bermuda short elastic waistband,bermuda short texture cotton adjustable waist drawstre pocket rear welt pocket,Bottom,cotton,bermuda short,other,short,cotton bermuda short short,This is a jog bermuda short elastic waistband made of cotton with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/400/430/2/w/448/4365400430_1_1_1.jpg?ts=1687947016312': 'Image 0 of LOOSE FIT DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/400/430/2/w/448/4365400430_2_1_1.jpg?ts=1687947017120': 'Image 1 of LOOSE FIT DENIM BERMUDA SHORTS from Zara'}]",men,SHORTS,loose fit denim bermuda short,loose fit bermuda short pocket design fade effect zip fly button fastening,Bottom,denim,bermuda denim short,other,short,denim bermuda denim short short,This is a loose fit denim bermuda short made of denim with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0775/328/523/2/w/448/0775328523_1_1_1.jpg?ts=1691507788099': 'Image 0 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0775/328/523/2/w/448/0775328523_2_1_1.jpg?ts=1691507789640': 'Image 1 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}]",men,SHORTS,flow bermuda short pleat,relaxedfit bermuda short waist pleat pocket welt pocket detail zip fly button fastening,Bottom,other,bermuda short,other,short,bermuda short short,This is a flow bermuda short pleat with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5070/306/800/2/w/448/5070306800_1_1_1.jpg?ts=1688652391705': 'Image 0 of FAUX LEATHER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5070/306/800/2/w/448/5070306800_2_1_1.jpg?ts=1688652387864': 'Image 1 of FAUX LEATHER BERMUDA SHORTS from Zara'}]",men,SHORTS,faux leather bermuda short,relaxed fit bermuda short faux leather fabric pleated detail waist pocket welt pocket zip fly button fastening,Bottom,faux leather,bermuda short,other,short,faux leather bermuda short short,This is a faux leather bermuda short made of faux leather with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5780/162/800/2/w/448/5780162800_1_1_1.jpg?ts=1688720591093': 'Image 0 of CARGO BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5780/162/800/2/w/448/5780162800_2_1_1.jpg?ts=1688715757593': 'Image 1 of CARGO BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}]",men,SHORTS,cargo bermuda short contrast topstitche,relaxed fit bermuda short elasticate waistband pocket rear welt pocket patch pocket flap leg contrast topstitche garment zip fly button fastening,Bottom,other,bermuda short,other,short,bermuda short short,This is a cargo bermuda short contrast topstitche with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/336/403/2/w/448/3992336403_1_1_1.jpg?ts=1691415875014': 'Image 0 of STRIPED POPLIN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/336/403/2/w/448/3992336403_2_1_1.jpg?ts=1691415873235': 'Image 1 of STRIPED POPLIN BERMUDA SHORTS from Zara'}]",men,SHORTS,stripe poplin bermuda short,croppedlength bermuda short adjustable elasticate waistband drawstre pocket welt pocket detail split hem,Bottom,poplin,bermuda short,other,short,poplin bermuda short short,This is a stripe poplin bermuda short made of poplin with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5862/308/505/2/w/448/5862308505_1_1_1.jpg?ts=1691146185319': 'Image 0 of CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5862/308/505/2/w/448/5862308505_2_1_1.jpg?ts=1691146185898': 'Image 1 of CARGO BERMUDA SHORTS from Zara'}]",men,SHORTS,cargo bermuda short,highwaist bermuda short pocket welt pocket patch pocket flap leg zip fly button fastening,Bottom,other,bermuda short,other,short,bermuda short short,This is a cargo bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/310/715/2/w/448/2675310715_1_1_1.jpg?ts=1691418601442': 'Image 0 of BELTED CARGO SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/310/715/2/w/448/2675310715_2_1_1.jpg?ts=1691418601846': 'Image 1 of BELTED CARGO SHORTS from Zara'}]",men,SHORTS,belt cargo short,short contrast belt patch pocket flap split hem zip button fastening,Bottom,other,belt short,other,short,belt short short,This is a belt cargo short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/9598/303/731/2/w/0/9598303731_1_1_1.jpg?ts=1688478952617': 'Image 0 of LINEN - VISCOSE KNIT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9598/303/731/2/w/0/9598303731_2_1_1.jpg?ts=1688478953984': 'Image 1 of LINEN - VISCOSE KNIT BERMUDA SHORTS from Zara'}]",men,SHORTS,linen viscose knit bermuda short,loosefitte knit bermuda short spun linen viscose blend adjustable elasticate drawstring waistband pocket rear patch pocket contrast topstitche detail,Bottom,knit linen viscose,bermuda short,knit,short,knit linen viscose bermuda short knit short,This is a linen viscose knit bermuda short made of knit linen viscose with short coverage. It is suitable for cold weather.,cold weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4391/304/515/13/w/448/4391304515_1_1_1.jpg?ts=1689697345028': 'Image 0 of TECHNICAL BERMUDA SHORTS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4391/304/515/13/w/0/4391304515_2_1_1.jpg?ts=1689697345126': 'Image 1 of TECHNICAL BERMUDA SHORTS - LIMITED EDITION from Zara'}]",men,SHORTS,technical bermuda short limited edition,relaxed fit bermuda short technical satin fabric pocket rear patch pocket zip snapbutton fastening,Bottom,satin,bermuda short,other,short,satin bermuda short short,This is a technical bermuda short limited edition made of satin with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/302/916/2/w/448/1538302916_1_1_1.jpg?ts=1686065081362': 'Image 0 of 100% LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/302/916/2/w/448/1538302916_2_1_1.jpg?ts=1686065081085': 'Image 1 of 100% LINEN TROUSERS from Zara'}]",men,TROUSERS,linen trouser,trouser linen fabric elasticate waistband pocket welt pocket zip fly button fastening,Bottom,linen,trouser,other,other,linen trouser,This is a linen trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/1538/403/052/2/w/448/1538403052_1_1_1.jpg?ts=1678189945192': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1538/403/052/2/w/448/1538403052_2_1_1.jpg?ts=1678189945379': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,linen bermuda short,bermuda short linen fabric pocket welt pocket zip fly button fastening,Bottom,linen,bermuda short,other,short,linen bermuda short short,This is a linen bermuda short made of linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/300/811/2/w/448/6917300811_1_1_1.jpg?ts=1688731458333': 'Image 0 of COTTON - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/300/811/2/w/448/6917300811_2_1_1.jpg?ts=1688731458232': 'Image 1 of COTTON - LINEN TROUSERS from Zara'}]",men,TROUSERS,cotton linen trouser,regular fit trouser cotton linen blend fabric adjustable inner elasticate waistband pocket,Bottom,cotton linen,trouser,other,other,cotton linen trouser,This is a cotton linen trouser made of cotton linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_1_1_1.jpg?ts=1678442204063': 'Image 0 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_2_1_1.jpg?ts=1678442201310': 'Image 1 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,viscose linen bermuda short,bermuda short viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket,Bottom,linen viscose,bermuda short,other,short,linen viscose bermuda short short,This is a viscose linen bermuda short made of linen viscose with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_1_1_1.jpg?ts=1677661750822': 'Image 0 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_2_1_1.jpg?ts=1677661750494': 'Image 1 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}]",men,SHORTS,texture oxford bermuda short,bermuda short linen cotton blend feature pocket rear welt pocket zip fly button fastening,Bottom,cotton linen,bermuda oxford short,other,short,cotton linen bermuda oxford short short,This is a texture oxford bermuda short made of cotton linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/415/500/2/w/448/4432415500_1_1_1.jpg?ts=1678438145566': 'Image 0 of VISCOSE - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/415/500/2/w/448/4432415500_2_1_1.jpg?ts=1678438158810': 'Image 1 of VISCOSE - LINEN TROUSERS from Zara'}]",men,TROUSERS,viscose linen trouser,trouser viscose linen blend fabric elasticate adjustable waistband drawstring pocket rear patch pocket detail,Bottom,linen viscose,trouser,other,other,linen viscose trouser,This is a viscose linen trouser made of linen viscose. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/448/4365300251_1_1_1.jpg?ts=1688714833709': 'Image 0 of COTTON-LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/0/4365300251_2_1_1.jpg?ts=1688714834336': 'Image 1 of COTTON-LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,cottonlinen bermuda short,relaxed fit bermuda short linen cotton blend fabric adjustable elasticate waistband drawstre pocket rear patch pocket detail irregular hem,Bottom,cotton cottonlinen linen,bermuda short,other,short,cotton cottonlinen linen bermuda short short,This is a cottonlinen bermuda short made of cotton cottonlinen linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/414/730/2/w/448/0706414730_1_1_1.jpg?ts=1688122586506': 'Image 0 of COTTON - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/414/730/2/w/448/0706414730_2_1_1.jpg?ts=1688122586254': 'Image 1 of COTTON - LINEN TROUSERS from Zara'}]",men,TROUSERS,cotton linen trouser,regularfit trouser cotton linen blend fabric elasticate waistband adjustable drawstre pocket patch pocket zip fly snap button,Bottom,cotton linen,trouser,other,other,cotton linen trouser,This is a cotton linen trouser made of cotton linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/4302/300/800/2/w/448/4302300800_1_1_1.jpg?ts=1683714392429': 'Image 0 of LINEN - VISCOSE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4302/300/800/2/w/448/4302300800_2_1_1.jpg?ts=1683714392024': 'Image 1 of LINEN - VISCOSE TROUSERS from Zara'}]",men,TROUSERS,linen viscose trouser,regularfit trouser viscose linen blend fabric adjustable elasticate waistband pocket pocket fade effect,Bottom,linen viscose,trouser,other,other,linen viscose trouser,This is a linen viscose trouser made of linen viscose. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/347/250/2/w/448/8574347250_1_1_1.jpg?ts=1675265762444': 'Image 0 of LINEN/COTTON TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/347/250/2/w/448/8574347250_2_1_1.jpg?ts=1675265761100': 'Image 1 of LINEN/COTTON TROUSERS from Zara'}]",men,TROUSERS,linencotton trouser,slimfit trouser elasticate waistband match adjustable drawstring welt pocket zip fly button fastening,Bottom,linencotton,trouser,other,other,linencotton trouser,This is a linencotton trouser made of linencotton. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/5777/036/807/2/w/448/5777036807_1_1_1.jpg?ts=1689923261184': 'Image 0 of BELTED COTTON-LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5777/036/807/2/w/448/5777036807_2_1_1.jpg?ts=1689923262365': 'Image 1 of BELTED COTTON-LINEN TROUSERS from Zara'}]",men,TROUSERS,belt cottonlinen trouser,regular fit trouser cotton linen blend waist pleat belt fabric pocket rear welt pocket zip button fastening,Bottom,cotton cottonlinen linen,belt trouser,other,other,cotton cottonlinen linen belt trouser,This is a belt cottonlinen trouser made of cotton cottonlinen linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/6096/400/707/2/w/448/6096400707_1_1_1.jpg?ts=1689923261327': 'Image 0 of LINEN - LYOCELL TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6096/400/707/2/w/448/6096400707_2_1_1.jpg?ts=1689923262432': 'Image 1 of LINEN - LYOCELL TROUSERS from Zara'}]",men,TROUSERS,linen lyocell trouser,regular fit trouser linen lyocell blend patch pocket button welt pocket zip button fastening,Bottom,linen lyocell,trouser,other,other,linen lyocell trouser,This is a linen lyocell trouser made of linen lyocell. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1564/101/401/2/w/489/1564101401_1_1_1.jpg?ts=1689605441849': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1564/101/401/2/w/489/1564101401_2_1_1.jpg?ts=1689605443295': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]",men,TROUSERS,linen suit trouser,straight fit trouser linen pocket button jetted pocket zip fly button fastening,Bottom,linen,suit trouser,other,other,linen suit trouser,This is a linen suit trouser made of linen. It is suitable for warm or hot weather.,warm weather
