product_id,product_images,gender,product_category,product_name,details,category_type,combined_features
796,"[{'https://static.zara.net/photos///2023/I/0/1/p/2712/835/700/2/w/448/2712835700_1_1_1.jpg?ts=1690529708773': 'Image 0 of STRAPPY DRESS WITH FRINGING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2712/835/700/2/w/448/2712835700_2_1_1.jpg?ts=1690529709618': 'Image 1 of STRAPPY DRESS WITH FRINGING from Zara'}]",women,DRESSES_JUMPSUITS,strappy dress fringing,round neck midi dress thin strap match fringe appliqué,Other,dress midi
797,"[{'https://static.zara.net/photos///2023/I/0/1/p/5584/629/440/2/w/448/5584629440_1_1_1.jpg?ts=1690210735233': 'Image 0 of CREASED JACQUARD DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5584/629/440/2/w/448/5584629440_2_1_1.jpg?ts=1690210735364': 'Image 1 of CREASED JACQUARD DRESS from Zara'}]",women,DRESSES_JUMPSUITS,crease jacquard dress,vneck midi dress feature thin strap adjustable tie texture crease fabric detail seamless hem,Other,dress midi
798,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/931/802/2/w/448/7901931802_1_1_1.jpg?ts=1692344970369': 'Image 0 of MESH MIDI DRESS WITH RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/931/802/2/w/448/7901931802_2_1_1.jpg?ts=1692344970207': 'Image 1 of MESH MIDI DRESS WITH RHINESTONES from Zara'}]",women,DRESSES_JUMPSUITS,mesh midi dress rhinestone,semisheer midi dress mesh fabric round neck rhinestone appliqué detail garment line,Other,semisheer dress midi
799,"[{'https://static.zara.net/photos///2023/I/0/1/p/7200/268/712/2/w/448/7200268712_1_1_1.jpg?ts=1691588060086': 'Image 0 of GABARDINE JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7200/268/712/2/w/448/7200268712_2_1_1.jpg?ts=1691588061278': 'Image 1 of GABARDINE JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,gabardine jumpsuit,jumpsuit gabardine fabric lapel collar short turnup sleeve patch pocket leg belt loop snap button waist fasten metal zip,Other,gabardine belt jumpsuit lapel short short
800,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/848/800/4/w/448/7901848800_1_1_1.jpg?ts=1689762032956': 'Image 0 of RHINESTONE MESH DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/848/800/4/w/448/7901848800_2_1_1.jpg?ts=1689762031295': 'Image 1 of RHINESTONE MESH DRESS from Zara'}]",women,DRESSES_JUMPSUITS,rhinestone mesh dress,short sleeveless dress mesh fabric round neck rhinestone appliqué detailsthis garment line,Other,dress short short sleeveless
801,"[{'https://static.zara.net/photos///2023/I/0/1/p/2335/632/700/2/w/448/2335632700_1_1_1.jpg?ts=1688983630519': 'Image 0 of HEAVY COTTON COCOON DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2335/632/700/2/w/448/2335632700_2_1_1.jpg?ts=1688983633424': 'Image 1 of HEAVY COTTON COCOON DRESS from Zara'}]",women,DRESSES_JUMPSUITS,heavy cotton cocoon dress,loosefitte sleeveless cotton midi dress vneckline open detail,Other,cotton dress midi sleeveless
802,"[{'https://static.zara.net/photos///2023/V/0/1/p/2553/053/407/23/w/448/2553053407_1_1_1.jpg?ts=1683881686180': 'Image 0 of ZW DENIM DRESS WITH TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/2553/053/407/3/w/448/2553053407_2_1_1.jpg?ts=1683189797751': 'Image 1 of ZW DENIM DRESS WITH TOPSTITCHING from Zara'}]",women,DRESSES_JUMPSUITS,denim dress topstitching,womanofftheshoulder midi dress straightcut neckline contrast topstitche detail invisible zip fastening,Other,denim denim dress midi
803,"[{'https://static.zara.net/photos///2023/I/0/1/p/2712/833/615/2/w/448/2712833615_1_1_1.jpg?ts=1690529709107': 'Image 0 of TULLE HALTER DRESS WITH FRINGE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2712/833/615/2/w/448/2712833615_2_1_1.jpg?ts=1690529708694': 'Image 1 of TULLE HALTER DRESS WITH FRINGE from Zara'}]",women,DRESSES_JUMPSUITS,tulle halter dress fringe,short halterneck dress open match fringe trim line button fasten neck,Other,dress halterneck short short
804,"[{'https://static.zara.net/photos///2023/I/0/1/p/2157/221/400/12/w/448/2157221400_1_1_1.jpg?ts=1685978502232': 'Image 0 of PRINT SHIRT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2157/221/400/12/w/448/2157221400_2_1_1.jpg?ts=1685978502282': 'Image 1 of PRINT SHIRT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print shirt dress,collar midi dress feature vneckline short sleeve adjustable waistband drawstre buttonup,Other,dress shirt short midi short
805,"[{'https://static.zara.net/photos///2023/I/0/1/p/0881/201/250/17/w/448/0881201250_1_1_1.jpg?ts=1686064952125': 'Image 0 of CONTRAST POPLIN DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0881/201/250/17/w/448/0881201250_2_1_1.jpg?ts=1686064948522': 'Image 1 of CONTRAST POPLIN DRESS from Zara'}]",women,DRESSES_JUMPSUITS,contrast poplin dress,midi dress straightcut neckline thin adjustable strap pocket conceal seam elasticate smock fabric chest contrast embroidery matching lining,Other,poplin dress midi
806,"[{'https://static.zara.net/photos///2023/I/0/1/p/3676/840/250/17/w/448/3676840250_1_1_1.jpg?ts=1686065729611': 'Image 0 of SATIN SLIP DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3676/840/250/17/w/448/3676840250_2_1_1.jpg?ts=1686065726559': 'Image 1 of SATIN SLIP DRESS from Zara'}]",women,DRESSES_JUMPSUITS,satin slip dress,midi dress round neck thin adjustable strap open invisible zip fastening,Other,satin dress midi
807,"[{'https://static.zara.net/photos///2023/I/0/1/p/7687/023/727/12/w/448/7687023727_1_1_1.jpg?ts=1686137658310': 'Image 0 of LINEN MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7687/023/727/12/w/448/7687023727_2_1_1.jpg?ts=1686137658006': 'Image 1 of LINEN MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen midi dress,sleeveless midi dress linen vneck fray trim flare hem invisible zip fastening,Other,linen dress midi sleeveless
808,"[{'https://static.zara.net/photos///2023/I/0/1/p/5039/632/800/2/w/448/5039632800_1_1_1.jpg?ts=1690191628012': 'Image 0 of FITTED DRESS WITH DRAPED SIDE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5039/632/800/2/w/448/5039632800_2_1_1.jpg?ts=1690191626121': 'Image 1 of FITTED DRESS WITH DRAPED SIDE from Zara'}]",women,DRESSES_JUMPSUITS,fit dress drape,sleeveless dress round neckline drape detail,Other,dress sleeveless
809,"[{'https://static.zara.net/photos///2023/I/0/1/p/7567/022/711/17/w/448/7567022711_1_1_1.jpg?ts=1686128670743': 'Image 0 of DRESS WITH POCKETS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7567/022/711/17/w/448/7567022711_2_1_1.jpg?ts=1686128662782': 'Image 1 of DRESS WITH POCKETS - LIMITED EDITION from Zara'}]",women,DRESSES_JUMPSUITS,dress pocket limited edition,strapless midi dress cotton blend multiple patch pocket adjustable belt fabric metal buckle slit hem invisible zip fastening,Other,cotton belt dress midi
810,"[{'https://static.zara.net/photos///2023/I/0/1/p/0219/805/406/2/w/448/0219805406_1_1_1.jpg?ts=1691487671566': 'Image 0 of PLEATED ASYMMETRIC DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0219/805/406/2/w/448/0219805406_2_1_1.jpg?ts=1691487670495': 'Image 1 of PLEATED ASYMMETRIC DRESS from Zara'}]",women,DRESSES_JUMPSUITS,pleated asymmetric dress,vneck dress thin strap pleated fabric ruffle match line asymmetric hem,Other,dress
811,"[{'https://static.zara.net/photos///2023/I/0/1/p/8224/675/505/2/w/448/8224675505_1_1_1.jpg?ts=1689696940520': 'Image 0 of CAMISOLE MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8224/675/505/2/w/448/8224675505_2_1_1.jpg?ts=1689696940016': 'Image 1 of CAMISOLE MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,camisole midi dress,dress feature vneck thin braid strap wide elastic panel buttonup,Other,camisole dress midi
812,"[{'https://static.zara.net/photos///2023/I/0/1/p/8212/458/038/2/w/448/8212458038_1_1_1.jpg?ts=1691755227607': 'Image 0 of ANIMAL PRINT ASYMMETRIC DRESS WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8212/458/038/2/w/448/8212458038_2_1_1.jpg?ts=1691755225331': 'Image 1 of ANIMAL PRINT ASYMMETRIC DRESS WITH RUFFLES from Zara'}]",women,DRESSES_JUMPSUITS,animal print asymmetric dress ruffle,mini dress asymmetric neckline thin strap ruffle trim lining ruffle trim invisible zip fastening,Other,dress mini
813,"[{'https://static.zara.net/photos///2023/I/0/1/p/8196/515/800/2/w/448/8196515800_1_1_1.jpg?ts=1691755224888': 'Image 0 of ANIMAL JACQUARD MIDI SLIP DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8196/515/800/2/w/448/8196515800_2_1_1.jpg?ts=1691755226101': 'Image 1 of ANIMAL JACQUARD MIDI SLIP DRESS from Zara'}]",women,DRESSES_JUMPSUITS,animal jacquard midi slip dress,dress cowl neckline thin strap cross gather detail side line slit hem,Other,dress midi
814,"[{'https://static.zara.net/photos///2023/I/0/1/p/0881/343/250/17/w/448/0881343250_1_1_1.jpg?ts=1686147389119': 'Image 0 of LINEN BLEND DRESS WITH EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0881/343/250/17/w/448/0881343250_2_1_1.jpg?ts=1686147389358': 'Image 1 of LINEN BLEND DRESS WITH EMBROIDERY from Zara'}]",women,DRESSES_JUMPSUITS,linen blend dress embroidery,short dress linen blend vneck thin adjustable strap match lining match cutwork embroidery detail invisible zip fastening,Other,linen dress short short
815,"[{'https://static.zara.net/photos///2023/I/0/1/p/6164/205/802/2/w/448/6164205802_1_1_1.jpg?ts=1691403592932': 'Image 0 of Z1975 STRAIGHT DENIM JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6164/205/802/2/w/448/6164205802_2_1_1.jpg?ts=1691403592918': 'Image 1 of Z1975 STRAIGHT DENIM JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,z straight denim jumpsuit,jumpsuit johnny collar long sleeve pocket patch pocket flap straight leg turnup hem zip button fastening,Other,denim denim jumpsuit long
816,"[{'https://static.zara.net/photos///2023/I/0/1/p/8251/939/305/2/w/448/8251939305_1_1_1.jpg?ts=1689264049737': 'Image 0 of LINEN BLEND STRAPPY MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8251/939/305/2/w/448/8251939305_2_1_1.jpg?ts=1689264049676': 'Image 1 of LINEN BLEND STRAPPY MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen blend strappy midi dress,dress linen blend surplice neckline thin tie strap elastic waist opening elastic trim split hem,Other,linen dress midi
817,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/078/101/3/w/448/7901078101_1_1_1.jpg?ts=1686309044696': 'Image 0 of LONG SATIN DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/078/101/3/w/448/7901078101_2_1_1.jpg?ts=1686309038918': 'Image 1 of LONG SATIN DRESS from Zara'}]",women,DRESSES_JUMPSUITS,long satin dress,long sleeveless dress viscose blend round neckline slit hem invisible zip fastening,Other,satin viscose dress long sleeveless
818,"[{'https://static.zara.net/photos///2023/I/0/1/p/8273/934/704/2/w/448/8273934704_1_1_1.jpg?ts=1690974864687': 'Image 0 of BELTED CARGO JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8273/934/704/2/w/448/8273934704_2_1_1.jpg?ts=1690974866327': 'Image 1 of BELTED CARGO JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,belt cargo jumpsuit,strapless jumpsuit false flap pocket pocket patch pocket flap wideleg design invisible zip fasten belt match fabric elastic trim,Other,belt jumpsuit
819,"[{'https://static.zara.net/photos///2023/I/0/1/p/5107/368/250/17/w/448/5107368250_1_1_1.jpg?ts=1686739886927': 'Image 0 of SHORT DRESS WITH BEADING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5107/368/250/17/w/448/5107368250_2_1_1.jpg?ts=1686739887481': 'Image 1 of SHORT DRESS WITH BEADING from Zara'}]",women,DRESSES_JUMPSUITS,short dress beading,short dress straightcut neckline thin adjustable strap smock fabric matching lining,Other,dress short short
820,"[{'https://static.zara.net/photos///2023/I/0/1/p/4437/241/305/12/w/448/4437241305_1_1_1.jpg?ts=1686748607436': 'Image 0 of LINEN BLEND TUNIC DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4437/241/305/12/w/448/4437241305_2_1_1.jpg?ts=1686748607603': 'Image 1 of LINEN BLEND TUNIC DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen blend tunic dress,tunic dress linen blend feature vneckline short sleeve pleat detail asymmetric hem,Other,linen dress short short
821,"[{'https://static.zara.net/photos///2023/I/0/1/p/7857/614/330/17/w/448/7857614330_1_1_1.jpg?ts=1686901791757': 'Image 0 of PRINTED MIDI DRESS WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7857/614/330/17/w/448/7857614330_2_1_1.jpg?ts=1686901789305': 'Image 1 of PRINTED MIDI DRESS WITH KNOT from Zara'}]",women,DRESSES_JUMPSUITS,print midi dress knot,dress linen blend fabric vneck knot thin strap cross slit hem elastic waist invisible zip fastening,Other,linen dress midi
822,"[{'https://static.zara.net/photos///2023/I/0/1/p/2157/066/070/17/w/448/2157066070_1_1_1.jpg?ts=1686901605314': 'Image 0 of PRINTED CAMISOLE DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2157/066/070/17/w/448/2157066070_2_1_1.jpg?ts=1686901605063': 'Image 1 of PRINTED CAMISOLE DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print camisole dress,vneck midi dress thin strap button fasten,Other,camisole dress midi
823,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/223/251/17/w/448/9878223251_1_1_1.jpg?ts=1687447105005': 'Image 0 of PLEATED MIDI DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/223/251/17/w/448/9878223251_2_1_1.jpg?ts=1687447097927': 'Image 1 of PLEATED MIDI DRESS WITH CUT-OUT DETAIL from Zara'}]",women,DRESSES_JUMPSUITS,pleated midi dress cutout detail,round neck dress short sleeve cutout detail side waist line invisible zip fastening,Other,dress short midi short
824,"[{'https://static.zara.net/photos///2023/I/0/1/p/8333/880/712/2/w/448/8333880712_1_1_1.jpg?ts=1691593336695': 'Image 0 of CUT-OUT WAISTCOAT JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8333/880/712/2/w/448/8333880712_2_1_1.jpg?ts=1691593336396': 'Image 1 of CUT-OUT WAISTCOAT JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,cutout waistcoat jumpsuit,sleeveless vneck jumpsuit false welt pocket cutout detail waist dart pocket straight leg zip metal hook button fastening,Other,jumpsuit waistcoat sleeveless
825,"[{'https://static.zara.net/photos///2023/I/0/1/p/8345/534/093/2/w/448/8345534093_1_1_1.jpg?ts=1691577080858': 'Image 0 of MIDI DRESS WITH VISIBLE SEAMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8345/534/093/2/w/448/8345534093_2_1_1.jpg?ts=1691577081054': 'Image 1 of MIDI DRESS WITH VISIBLE SEAMS from Zara'}]",women,DRESSES_JUMPSUITS,midi dress visible seam,round neck dress long sleeve visible seam opening button fasten,Other,dress long midi
826,"[{'https://static.zara.net/photos///2023/I/0/1/p/2587/161/330/2/w/448/2587161330_1_1_1.jpg?ts=1692008565365': 'Image 0 of PAISLEY PRINT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2587/161/330/2/w/448/2587161330_2_1_1.jpg?ts=1692008566257': 'Image 1 of PAISLEY PRINT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,paisley print dress,vneck dress short sleeve wide elasticate waist,Other,dress short short
827,"[{'https://static.zara.net/photos///2023/I/0/1/p/8392/157/800/2/w/448/8392157800_1_1_1.jpg?ts=1691577078696': 'Image 0 of MIDI SLIP DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8392/157/800/2/w/448/8392157800_2_1_1.jpg?ts=1691577076933': 'Image 1 of MIDI SLIP DRESS WITH CUT-OUT DETAIL from Zara'}]",women,DRESSES_JUMPSUITS,midi slip dress cutout detail,dress feature straight neckline thin strap cutout detail waist fray hem invisible zip fastening,Other,dress midi
828,"[{'https://static.zara.net/photos///2023/I/0/1/p/3653/104/400/12/w/448/3653104400_1_1_1.jpg?ts=1688980092475': 'Image 0 of CONTRAST CROCHET KNIT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3653/104/400/12/w/448/3653104400_2_1_1.jpg?ts=1688980096814': 'Image 1 of CONTRAST CROCHET KNIT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,contrast crochet knit dress,sleeveless midi dress round neck contrast crochet fabric detail,Other,knit dress knit midi sleeveless
829,"[{'https://static.zara.net/photos///2023/I/0/1/p/5216/244/800/2/w/448/5216244800_1_1_1.jpg?ts=1692689318618': 'Image 0 of LINEN WRAP DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5216/244/800/2/w/448/5216244800_2_1_1.jpg?ts=1692689318693': 'Image 1 of LINEN WRAP DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen wrap dress,sleeveless midi dress linen vneckline overlay detail wrap fabric adjustable tie invisible zip fastening,Other,linen dress midi sleeveless
830,"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/102/050/12/w/448/5802102050_1_1_1.jpg?ts=1688980091874': 'Image 0 of KNIT DRESS WITH COMBINED EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/102/050/12/w/448/5802102050_2_1_1.jpg?ts=1688980096434': 'Image 1 of KNIT DRESS WITH COMBINED EMBROIDERY from Zara'}]",women,DRESSES_JUMPSUITS,knit dress combined embroidery,halterneck dress open contrast fabric detail cutwork embroidery,Other,knit dress halterneck knit
831,"[{'https://static.zara.net/photos///2023/I/0/1/p/8342/273/808/2/w/448/8342273808_1_1_1.jpg?ts=1691075739324': 'Image 0 of SEQUINNED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8342/273/808/2/w/448/8342273808_2_1_1.jpg?ts=1691075741374': 'Image 1 of SEQUINNED MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,sequinne midi dress,vneck midi dress thin strap slit hem sequin appliqués,Other,dress midi
832,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/243/251/2/w/448/9878243251_1_1_1.jpg?ts=1692281895504': 'Image 0 of SHORT POLKA DOT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/243/251/2/w/448/9878243251_2_1_1.jpg?ts=1692281896926': 'Image 1 of SHORT POLKA DOT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short polka dot dress,flow vneck dress short sleeve elastic detail waist,Other,dress short short
833,"[{'https://static.zara.net/photos///2023/I/0/1/p/6840/243/082/12/w/448/6840243082_1_1_1.jpg?ts=1689579673858': 'Image 0 of ZW FRAYED ASYMMETRIC DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6840/243/082/12/w/448/6840243082_2_1_1.jpg?ts=1689579673305': 'Image 1 of ZW FRAYED ASYMMETRIC DRESS from Zara'}]",women,DRESSES_JUMPSUITS,fray asymmetric dress,womansleeveless dress round neckline feature fray trim asymmetric hem metal zip fasten,Other,dress
834,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/892/303/3/w/448/7901892303_1_1_1.jpg?ts=1689762018523': 'Image 0 of FITTED METALLIC THREAD DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/892/303/3/w/448/7901892303_2_1_1.jpg?ts=1689762018706': 'Image 1 of FITTED METALLIC THREAD DRESS from Zara'}]",women,DRESSES_JUMPSUITS,fit metallic thread dress,semisheer midi dress mesh fabric metallic thread vneckline thin strapsthis garment line,Other,semisheer dress midi
835,"[{'https://static.zara.net/photos///2023/I/0/1/p/2142/118/835/3/w/448/2142118835_1_1_1.jpg?ts=1689788860613': 'Image 0 of METALLIC THREAD KNIT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2142/118/835/3/w/448/2142118835_2_1_1.jpg?ts=1689788862415': 'Image 1 of METALLIC THREAD KNIT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,metallic thread knit dress,dress vneck short sleeve thin strap neck,Other,knit dress short knit short
836,"[{'https://static.zara.net/photos///2023/I/0/1/p/3433/106/800/3/w/448/3433106800_1_1_1.jpg?ts=1690190628388': 'Image 0 of KNIT MINI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3433/106/800/3/w/448/3433106800_2_1_1.jpg?ts=1690190627974': 'Image 1 of KNIT MINI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,knit mini dress,dress wide round neckline long flare sleeve,Other,knit dress knit long mini
