gender,product_category,product_name,details,category_type,combined_features
women,TROUSERS,linen blend straight trouser,highwaist trouser linen blend fabric adjustable elasticate waistband drawstre pocket false welt pocket wideleg design,Bottom,linen trouser
women,TROUSERS,straight fit trouser,highwaist trouser feature pocket false welt pocket zip inside button metal hook fasten,Bottom,trouser
women,TROUSERS,satin trouser topstitching,highwaist trouser pocket pronounce contrast topstitching detail straight leg fray hem invisible zip fastening,Bottom,satin trouser
women,TROUSERS,animal print paperbag trouser,highwaist trouser dart matching belt pocket straightleg design zip fly interior button metal hook fasten,Bottom,belt trouser
women,TROUSERS,parachute trouser,midwaist trouser elasticate waist pocket adjustable hem stopper,Bottom,trouser
women,TROUSERS,satin parachute trouser,midrise trouser feature elasticate waistband drawstring stopper pocket patch pocket pleated detail leg adjustable hem elasticate drawstring stopper,Bottom,satin trouser
women,TROUSERS,wash effect trouser,fade lowrise trouser elasticate waistband pocket wideleg design,Bottom,trouser
women,TROUSERS,flow wideleg trouser,highwaist trouser elastic waistband pocket wideleg design,Bottom,trouser
women,TROUSERS,fadedeffect plush trouser,fade cotton trouser feature elasticate drawstring waistband seamless hem,Bottom,cotton trouser
women,TROUSERS,linen blend palazzo trouser,midrise wideleg trouser cotton linen blend feature elasticate waistband adjustable drawstring pocket texture fabric detail,Bottom,cotton linen trouser
women,TROUSERS,cargo trouser strap,midrise trouser cotton belt loop belt fabric adjustable metal buckle pocket patch pocket flap zips leg patch pocket adjustable contrast strap metal buckle pleat knee adjustable hem elastic drawstring stopper zip button fastening,Bottom,cotton belt trouser
women,TROUSERS,carrot fit trouser dart detail,midwaist trouser viscose blend belt loop pocket rear welt pocket dart detail pleated hem contrast button zip fly button fastening,Bottom,viscose belt trouser
women,TROUSERS,minimalist palazzo trouser,semisheer trouser viscose blend elasticate waistband pocket hide seam line wide leg,Bottom,semisheer viscose trouser
women,TROUSERS,linen palazzo trouser,highwaist trouser linen elasticate waist adjustable drawstring pocket wideleg design,Bottom,linen trouser
women,TROUSERS,fray linen trouser,trouser linen midrise belt loop pocket straightleg design fray hem fabric zip button fastening,Bottom,linen belt trouser
women,TROUSERS,linen wideleg trouser,highwaist trouser linen dart pocket patch pocket wideleg design zip fly button fastening,Bottom,linen trouser
women,TROUSERS,loosefitte dart trouser,highwaist trouser dart elastic pocket wideleg design fasten zip fly inside button metal hook,Bottom,trouser
women,TROUSERS,length flare trouser,midwaist trouser feature pocket rear false welt pocket flare hem zip fly interior button metal hook fasten,Bottom,trouser
women,TROUSERS,highwaist carrot fit trouser belt,highwaist trouser dart inseam pocket match belt metal buckle zip interior button metal hook fasten,Bottom,belt trouser
women,TROUSERS,bootcut trouser,midrise trouser feature pocket false welt pocket fitted leg flare hem zip fly interior button metal hook fasten,Bottom,trouser
women,TROUSERS,stripe rustic trouser,highwaist trouser feature elastic waistband adjustable drawstring pocket wideleg design,Bottom,trouser
women,TROUSERS,straightleg trouser turnup hem,highwaist trouser pocket false welt pocket straightleg design turnup hem zip fly inside button metal hook fasten,Bottom,trouser
women,TROUSERS,cargo trf trouser,midrise trouser pocket patch pocket leg belt loop zip fly metal button fastening,Bottom,belt trouser
women,TROUSERS,animal print flare trouser,flow highwaist trouser flare hem zip fly inside button metal hook fasten,Bottom,trouser
women,TROUSERS,wideleg trouser satin waistband,highwaist trouser pleated detail satin fabric wideleg design invisible zip fastening,Bottom,satin trouser
women,TROUSERS,flow cropped trouser,midwaist trouser elasticate drawstre waistband pocket patch pocket,Bottom,trouser cropped
women,TROUSERS,cropped trouser,highwaist crop trouser elasticate waistband drawstre dart pocket,Bottom,trouser crop cropped
women,TROUSERS,nylon trouser pocket,midrise trouser feature elasticate waistband pocket patch pocket leg pleated detail knee adjustable hem stopper,Bottom,nylon trouser
women,TROUSERS,linen blend pareostyle trouser,highwaist trouser linen blend crossover pareostyle snap button false rear welt pocket wideleg design invisible zip fastening,Bottom,linen trouser
women,TROUSERS,length pinstripe trouser,highwaist trouser feature pocket false rear welt pocket pleated detail zip fly interior button metal hook fasten,Bottom,trouser
women,TROUSERS,straight fit trouser,highwaist trouser pocket false rear welt pocket straightleg design zip fly inside button metal hook fasten,Bottom,trouser
women,TROUSERS,satin trouser zips,highwaist trouser belt loop pocket patch pocket leg false rear welt pocket gather detail knee adjustable hem elastic drawstring stopper fastening metal zip,Bottom,satin belt trouser
women,TROUSERS,contrast linen blend trouser,midrise trouser linen blend contrast waistband pocket zip button metal hook fasten,Bottom,linen trouser
women,TROUSERS,midrise cargo trouser,midrise trouser pocket patch pocket leg flap detail zip fly metallic button fastening,Bottom,trouser
women,TROUSERS,print pyjama bottom,semisheer midrise trouser viscose adjustable drawstre waistband pocket wideleg design,Bottom,semisheer viscose trouser
women,TROUSERS,belt fulllength trouser,highwaist trouser inseam pocket flap pocket belt fabric metal buckle dart detail hem contrast button zip inside button fastening,Bottom,belt trouser
women,TROUSERS,cargo trouser lace trim,midrise trouser elasticate waistband belt loop pocket patch pocket flap pleat detail knee adjustable hem elastic drawstring stopper zip fly button fastening,Bottom,belt trouser
women,TROUSERS,soft wideleg trouser,highwaist trouser elastic waistband wideleg design seamless hem,Bottom,trouser
women,TROUSERS,straight fit satin trouser,midrise trouser pocket straightleg design zip fly inside button metal hook fasten,Bottom,satin trouser
women,TROUSERS,carrot fit trouser,highwaist trouser dart pocket false welt pocket hem tab button zip fly button fastening,Bottom,trouser
women,TROUSERS,tiedye print flare trouser,highwaist trouser flare hem invisible zip fastening,Bottom,trouser
women,TROUSERS,linen wideleg trouser,highwaist trouser linen fabric pocket false welt pocket straightleg design zip fly button fastening,Bottom,linen trouser
women,TROUSERS,wrap trouser waist detail,highwaist wrap trouser invisible zip button fasten,Bottom,trouser
women,TROUSERS,parachute trouser,midrise trouser feature elasticate waistband pocket patch pocket leg zip fly metal button fastening,Bottom,trouser
women,TROUSERS,jogger trouser,highwaist crop trouser feature elastic waistband drawstre pocket rear patch pocket,Bottom,trouser crop
women,TROUSERS,embroider cargo trouser,midrise trouser elasticate waistband belt loop pocket patch pocket flap leg adjustable hem elastic drawstring stopper zip fly button fastening,Bottom,belt trouser
women,TROUSERS,print cargo trouser,midrise trouser cotton feature belt loop pocket multiple patch pocket flap metal zip wideleg design fasten metal hook button zip fly,Bottom,cotton belt trouser
women,TROUSERS,highwaist regular trouser,flow highwaist trouser straightleg design invisible zip fastening,Bottom,trouser
women,TOPS_BODYSUITS,satin strapless,straight neckline expose shoulder feature matching line asymmetric hem zip fastening,Top,satin
women,TOPS_BODYSUITS,stretch,fit squarecut neckline strap fasten metal zip,Top,
women,TOPS_BODYSUITS,foil halter,vneck halter metallic fabric lining open invisible zip fastening,Top,
women,TOPS_BODYSUITS,asymmetric halterneck,pleated satin fabric halter neck feature open asymmetric hem button fasten neck,Top,satin halterneck
women,TOPS_BODYSUITS,linen blend crop,short linen blend straight neckline expose shoulder pleat detail,Top,linen short crop short
women,TOPS_BODYSUITS,rib knit,sleeveless cotton blend feature round neckline,Top,cotton knit knit sleeveless
women,TOPS_BODYSUITS,metallic mesh knit,round neck long sleeve matching rib trim,Top,knit knit long
women,TOPS_BODYSUITS,pleated belt,sleeveless feature high neck pleat detail tie belt fabric conceal buttoned opening,Top,belt sleeveless
women,TOPS_BODYSUITS,open knit cape,cape texture open knit fabric asymmetric neck sleeve,Top,knit cape knit
women,TOPS_BODYSUITS,halter neck bodysuit,halter neck bodysuit snapbutton fasten,Top,bodysuit
women,TOPS_BODYSUITS,pleated openback,high neck long sleeve open detail invisible zip fastening button,Top,long
women,TOPS_BODYSUITS,sleeveless cableknit,sleeveless round neck,Top,sleeveless
women,TOPS_BODYSUITS,mesh seamless rhinestone,stretchy mesh fabric round neck long sleeve rhinestone appliqué detail,Top,long
women,TOPS_BODYSUITS,bead crochet,crochet multicoloure bead round neck fasten,Top,
women,TOPS_BODYSUITS,short crochet,crochet crop vneckline wide strap cutwork fabric detail,Top,short crop short
women,TOPS_BODYSUITS,rhinestone,crop feature straight neckline wide strap metal chain fasten,Top,crop
women,TOPS_BODYSUITS,drape foil,metallic thread asymmetric neckline drape fabric detail,Top,
women,TOPS_BODYSUITS,print kimono shirt,vneck kimono shirt sleeve fall elbow fasten cover button matching fabric,Top,kimono shirt
women,TOPS_BODYSUITS,trf denim crop,sleeveless crop round neck seamless hem fasten opening metal button,Top,denim denim crop sleeveless
women,TOPS_BODYSUITS,jacquard knit,feature slot collar drawstring short sleeve,Top,knit short knit short
women,TOPS_BODYSUITS,asymmetric,asymmetric neckline expose shoulder gather detail asymmetric hem vent,Top,
women,TOPS_BODYSUITS,strapless buckle,offtheshoulder straight neckline tab detail metallic buckle asymmetric hem invisible zip fastening,Top,
women,TOPS_BODYSUITS,contrast waistcoat,sleeveless vneck satin lapel metal button fasten,Top,satin lapel waistcoat sleeveless
women,TOPS_BODYSUITS,strapless corsetryinspire rhinestone,offtheshoulder straightcut neckline rhinestone detail match line invisible zip fastening,Top,
women,TOPS_BODYSUITS,bodysuit squarecut neckline,squareneck bodysuit wide strap snapbutton fasten,Top,bodysuit
women,TOPS_BODYSUITS,texture jacquard,round neck normal length short sleevesround neck tshirt short sleeve texture fabric detail,Top,short tshirt short
women,TOPS_BODYSUITS,drape tulle,semisheer vneck feature long sleeve mitten drape fabric buttonup frontthis garment line,Top,semisheer long
women,TOPS_BODYSUITS,seamless rhinestone bodysuit,bodysuit stretchy mesh fabric round neck long sleeve rhinestone appliqué detail,Top,bodysuit long
women,TOPS_BODYSUITS,tailor linen blend waistcoat,sleeveless waistcoat linen blend lapel collar vneck tie hem fabric,Top,linen lapel waistcoat sleeveless
women,TOPS_BODYSUITS,trf asymmetric denim,halter vneckline feature flap detail chest asymmetric hem metal zip fasten,Top,denim denim
women,TOPS_BODYSUITS,print tie detail,sleeveless cotton feature round neck adjustable hem tie button fasten,Top,cotton sleeveless
women,TOPS_BODYSUITS,blouse bow collar,highneck blouse bow long puff sleeve buttoned opening,Top,blouse bow long
women,TOPS_BODYSUITS,linen blend asymmetric,cotton linen blend asymmetric neckline long cape sleeve texture fabric detail asymmetric hem,Top,cotton linen cape long
women,TOPS_BODYSUITS,pleated ruffle sleeve,crop feature round neck long sleeve pleated ruffle trim buttoned opening,Top,crop long
women,TOPS_BODYSUITS,strapless poplin beading,offtheshoulder straightcut neckline feature pleat contrast bead metal zip fasten,Top,poplin
women,TOPS_BODYSUITS,braided strap,vneck feature braid strap tie detail elastic detail opening,Top,
women,TOPS_BODYSUITS,asymmetric gather,polyamide elastane blend asymmetric neckline expose shoulder gather fabric detail,Top,polyamide
women,TOPS_BODYSUITS,texture ruffle,sleeveless vneck texture fabric detail ruffle,Top,sleeveless
women,TOPS_BODYSUITS,satiny strapless neckerchief,offtheshoulder straight neckline neckerchief fabric pleat detail invisible zip fastening,Top,satiny
women,TOPS_BODYSUITS,print linen blend,halter linen blend vneckline open asymmetric hem slit metal zip fastening,Top,linen
women,TOPS_BODYSUITS,poplin rhinestone flower,thin strap tie feature neckline shape flower rhinestone appliqué,Top,poplin
women,TOPS_BODYSUITS,embellish cutout bodysuit,bodysuit plunge vneckline wide strap metal appliqué detail chest cutout side drape fabric snapbutton fasten,Top,bodysuit
women,TOPS_BODYSUITS,trf denim crop rhinestone,crop straight neckline thin strap rhinestone detail fasten metal zip,Top,denim denim crop
women,TOPS_BODYSUITS,combine stripe,sleeveless round neck cotton feature contrast fabric dart buttoned opening,Top,cotton sleeveless
women,TOPS_BODYSUITS,crossover ruffle,semisheer surplice neckline long sleeve ruffle trim detail garment line,Top,semisheer long
women,TOPS_BODYSUITS,crochet bralette,crochet bralette combination contrast colour tie fasten fabric,Top,bralette
